,0
988,Linn-Benton Comm College Family Resource Center
989,Hey Diddle Diddle Learning Center
990,Good Shepherd Lutheran School
991,Maple Lawn Pre-School
992,All Aboard Childcare Center
993,Happy Days Child Care
994,Circle Of Friend Learning Center
995,Presbyterian Chld Care Pre-School
996,Kidco Head Start
997,Strawberry Knights Preschool & Child Care Center
998,South Albany Child Development Center
999,Perry Winkle Child Care Center-Linn-Benton
1000,Standard Christian School
1001,Fairmount Elementary School
1002,Nacc Pre-School
1003,Grammy's Day Care
1004,Montessori Sundborn Childrens House
1005,Livingwater Christian Assembly
1006,Linn-Benton Comm College Family Resource Center
1007,Hey Diddle Diddle Learning Center
1008,Good Shepherd Lutheran School
1009,Maple Lawn Pre-School
1010,All Aboard Childcare Center
1011,Happy Days Child Care
1012,Circle Of Friend Learning Center
1013,Presbyterian Chld Care Pre-School
1014,Kidco Head Start
1015,Strawberry Knights Preschool & Child Care Center
1016,South Albany Child Development Center
1017,Perry Winkle Child Care Center-Linn-Benton
1018,Standard Christian School
1019,Fairmount Elementary School
1020,Nacc Pre-School
1021,Grammy's Day Care
1022,S. Y. Jackson Elementary School
1023,Hubert H Humphrey Elementary School
1024,College and Career High School
1025,Albuquerque Institute Of Math & Science
1026,The Family School
1027,Georgia O'keeffe Elementary School
1028,Double Eagle Elementary School
1029,Desert Ridge Middle School
1030,North Star Elementary School
1031,Cottonwood Classical Prep
1032,Eisenhower Middle School
1033,Onate Elementary School
1034,Public Academy For Performing Arts
1035,Dennis Chavez Elementary School
1036,La Cueva High School
1037,Tierra Antigua Elementary School
1038,Nex Gen Academy
1039,Explore Academy
1040,Monte Vista Elementary School
1041,Amy Biehl Charter High School
1042,Twenty-First Century
1043,Osuna Elementary School
1044,Sandia High School
1045,Montessori Of The Rio Grande
1046,Ventana Ranch Elementary School
1047,S. Y. Jackson Elementary School
1048,Hubert H Humphrey Elementary School
1049,College and Career High School
1050,Albuquerque Institute Of Math & Science
1051,The Family School
1052,Georgia O'keeffe Elementary School
1053,Double Eagle Elementary School
1054,Desert Ridge Middle School
1055,North Star Elementary School
1056,Cottonwood Classical Prep
1057,Eisenhower Middle School
1058,Onate Elementary School
1059,Public Academy For Performing Arts
1060,Dennis Chavez Elementary School
1061,La Cueva High School
1062,Tierra Antigua Elementary School
1063,Nex Gen Academy
1064,Explore Academy
1065,Monte Vista Elementary School
1066,Amy Biehl Charter High School
1067,Twenty-First Century
1068,Osuna Elementary School
1069,Sandia High School
1070,Montessori Of The Rio Grande
1071,Ventana Ranch Elementary School
1072,Montessori Elementary School
1073,Corrales International
1074,Horizon Academy West
1075,Cien Aguas International
1076,Abq School Of Excellence
1077,New Mexico International School
1078,SW Aeronautics Mathematics and Science Academy
1079,Coral Community Charter
1080,Arroyo Del Oso Elementary School
1081,Petroglyph Elementary School
1082,Eldorado High School
1083,Griegos Elementary School
1084,John Baker Elementary School
1085,Madison Middle School
1086,Southwest Secondary Learning Center
1087,Digital Arts And Technology
1088,Sandia Base Elementary School
1089,Manzano Mesa Elementary School
1090,Mountain Mahogany Community School
1091,Southwest Primary Learning Center
1092,Zia Elementary School
1093,Alice King Community School
1094,Volcano Vista High School
1095,Media Arts Collaborative Charter School
1096,Sunset View Elementary School
1097,Montessori Elementary School
1098,Corrales International
1099,Horizon Academy West
1100,Cien Aguas International
1101,Abq School Of Excellence
1102,New Mexico International School
1103,SW Aeronautics Mathematics and Science Academy
1104,Coral Community Charter
1105,Arroyo Del Oso Elementary School
1106,Petroglyph Elementary School
1107,Eldorado High School
1108,Griegos Elementary School
1109,John Baker Elementary School
1110,Madison Middle School
1111,Southwest Secondary Learning Center
1112,Digital Arts And Technology
1113,Sandia Base Elementary School
1114,Manzano Mesa Elementary School
1115,Mountain Mahogany Community School
1116,Southwest Primary Learning Center
1117,Zia Elementary School
1118,Alice King Community School
1119,Volcano Vista High School
1120,Media Arts Collaborative Charter School
1121,Sunset View Elementary School
1122,North Valley Academy
1123,Coronado Elementary School
1124,Tony Hillerman Middle School
1125,South Valley Preparatory School
1126,Mission Achievement & Success Charter School
1127,Alvarado Elementary School
1128,Bandelier Elementary School
1129,Cibola High School
1130,Collet Park Elementary School
1131,Douglas Macarthur Elementary School
1132,Inez Elementary School
1133,Los Padillas Elementary School
1134,Manzano High School
1135,South Valley Academy
1136,Seven-Bar Elementary School
1137,James Monroe Middle School
1138,Sierra Vista Elementary School
1139,Sombra Del Monte Elementary School
1140,Tomasita Elementary School
1141,Cleveland Middle School
1142,Chamiza Elementary School
1143,International School At Mesa Del Sol
1144,Albuquerque High School
1145,Chaparral Elementary School
1146,Comanche Elementary School
1147,North Valley Academy
1148,Coronado Elementary School
1149,Tony Hillerman Middle School
1150,South Valley Preparatory School
1151,Mission Achievement & Success Charter School
1152,Alvarado Elementary School
1153,Bandelier Elementary School
1154,Cibola High School
1155,Collet Park Elementary School
1156,Douglas Macarthur Elementary School
1157,Inez Elementary School
1158,Los Padillas Elementary School
1159,Manzano High School
1160,South Valley Academy
1161,Seven-Bar Elementary School
1162,James Monroe Middle School
1163,Sierra Vista Elementary School
1164,Sombra Del Monte Elementary School
1165,Tomasita Elementary School
1166,Cleveland Middle School
1167,Chamiza Elementary School
1168,International School At Mesa Del Sol
1169,Albuquerque High School
1170,Chaparral Elementary School
1171,Comanche Elementary School
1172,Lew Wallace Elementary School
1173,Dolores Gonzales Elementary School
1174,Grant Middle School
1175,L B Johnson Middle School
1176,Hoover Middle School
1177,Mark Twain Elementary School
1178,Mc Collum Elementary School
1179,Mission Avenue Elementary School
1180,Mitchell Elementary School
1181,El Camino Real Academy
1182,Taft Middle School
1183,Valley High School
1184,La Promesa Early Learning
1185,Washington Middle School
1186,Whittier Elementary School
1187,Zuni Elementary School
1188,Edmund G Ross Elementary School
1189,Native American Community Academy
1190,Tierra Adentro
1191,John Adams Middle School
1192,Bellehaven Elementary School
1193,Mac Arthur Elementary School
1194,Del Norte High School
1195,Harrison Middle School
1196,Hawthorne Elementary School
1197,Lew Wallace Elementary School
1198,Dolores Gonzales Elementary School
1199,Grant Middle School
1200,L B Johnson Middle School
1201,Hoover Middle School
1202,Mark Twain Elementary School
1203,Mc Collum Elementary School
1204,Mission Avenue Elementary School
1205,Mitchell Elementary School
1206,El Camino Real Academy
1207,Taft Middle School
1208,Valley High School
1209,La Promesa Early Learning
1210,Washington Middle School
1211,Whittier Elementary School
1212,Zuni Elementary School
1213,Edmund G Ross Elementary School
1214,Native American Community Academy
1215,Tierra Adentro
1216,John Adams Middle School
1217,Bellehaven Elementary School
1218,Mac Arthur Elementary School
1219,Del Norte High School
1220,Harrison Middle School
1221,Hawthorne Elementary School
1222,Jackson Middle School
1223,Jefferson Middle School
1224,Matheson Park Elementary School
1225,Mountain View Elementary School
1226,Polk Middle School
1227,Rio Grande High School
1228,Van Buren Middle School
1229,West Mesa High School
1230,Wilson Middle School
1231,Mc Kinley Middle School
1232,Marie M Hughes Elementary School
1233,Maryann Binford Elementary School
1234,Susie R. Marmon Elementary School
1235,Painted Sky Elementary School
1236,Atrisco Heritage Academy High School
1237,George I Sanchez Collaborative Community School
1238,Alameda Elementary School
1239,Apache Elementary School
1240,Armijo Elementary School
1241,Carlos Rey Elementary School
1242,Chelwood Elementary School
1243,Cochiti Elementary School
1244,East San Jose Elementary School
1245,Ernie Pyle Middle School
1246,Eubank Elementary School
1247,Jackson Middle School
1248,Jefferson Middle School
1249,Matheson Park Elementary School
1250,Mountain View Elementary School
1251,Polk Middle School
1252,Rio Grande High School
1253,Van Buren Middle School
1254,West Mesa High School
1255,Wilson Middle School
1256,Mc Kinley Middle School
1257,Marie M Hughes Elementary School
1258,Maryann Binford Elementary School
1259,Susie R. Marmon Elementary School
1260,Painted Sky Elementary School
1261,Atrisco Heritage Academy High School
1262,George I Sanchez Collaborative Community School
1263,Alameda Elementary School
1264,Apache Elementary School
1265,Armijo Elementary School
1266,Carlos Rey Elementary School
1267,Chelwood Elementary School
1268,Cochiti Elementary School
1269,East San Jose Elementary School
1270,Ernie Pyle Middle School
1271,Eubank Elementary School
1272,Eugene Field Elementary School
1273,Garfield Middle School
1274,Gov Bent Elementary School
1275,Highland High School
1276,Kennedy Middle School
1277,La Mesa Elementary School
1278,Lavaland Elementary School
1279,Longfellow Elementary School
1280,Lowell Elementary School
1281,Montezuma Elementary School
1282,Navajo Elementary School
1283,Reginald Chavez Elementary School
1284,Jimmy Carter Middle School
1285,Pajarito Elementary School
1286,Los Puentes Charter School
1287,Edward Gonzales Elementary School
1288,Truman Middle School
1289,Valle Vista Elementary School
1290,Christine Duncans Heritage Academy
1291,Rudolfo Anaya Elementary School
1292,Gilbert L Sena Charter High School
1293,Technology Leadership
1294,Adobe Acres Elementary School
1295,Alamosa Elementary School
1296,Atrisco Elementary School
1297,Eugene Field Elementary School
1298,Garfield Middle School
1299,Gov Bent Elementary School
1300,Highland High School
1301,Kennedy Middle School
1302,La Mesa Elementary School
1303,Lavaland Elementary School
1304,Longfellow Elementary School
1305,Lowell Elementary School
1306,Montezuma Elementary School
1307,Navajo Elementary School
1308,Reginald Chavez Elementary School
1309,Jimmy Carter Middle School
1310,Pajarito Elementary School
1311,Los Puentes Charter School
1312,Edward Gonzales Elementary School
1313,Truman Middle School
1314,Valle Vista Elementary School
1315,Christine Duncans Heritage Academy
1316,Rudolfo Anaya Elementary School
1317,Gilbert L Sena Charter High School
1318,Technology Leadership
1319,Adobe Acres Elementary School
1320,Alamosa Elementary School
1321,Atrisco Elementary School
1322,Barcelona Elementary School
1323,Duranes Elementary School
1324,Emerson Elementary School
1325,Hayes Middle School
1326,Hodgin Elementary School
1327,Kirkland Elementary School
1328,Kit Carson Elementary School
1329,Nuestros Valores Charter School
1330,Robert F. Kennedy Charter School
1331,La Academia De Esperanza
1332,Cesar Chavez Community  Center
1333,School For Integrate
1334,Bel-Air Elementary School
1335,Mountain View Mennonite School
1336,Sandia Montessori School Of Albuquerque
1337,Valley Christian Academy
1338,Trinity Christian Academy
1339,Bosque School
1340,Escuela Del Sol Montessori School
1341,Hope Connection School
1342,Eastgate Kids
1343,Jewish Academy of Arts & Sciences
1344,Shepherd Lutheran
1345,Mountain View Academy
1346,Eastern Hills Christian Academy
1347,Barcelona Elementary School
1348,Duranes Elementary School
1349,Emerson Elementary School
1350,Hayes Middle School
1351,Hodgin Elementary School
1352,Kirkland Elementary School
1353,Kit Carson Elementary School
1354,Nuestros Valores Charter School
1355,Robert F. Kennedy Charter School
1356,La Academia De Esperanza
1357,Cesar Chavez Community  Center
1358,School For Integrate
1359,Bel-Air Elementary School
1360,Mountain View Mennonite School
1361,Sandia Montessori School Of Albuquerque
1362,Valley Christian Academy
1363,Trinity Christian Academy
1364,Bosque School
1365,Escuela Del Sol Montessori School
1366,Hope Connection School
1367,Eastgate Kids
1368,Jewish Academy of Arts & Sciences
1369,Shepherd Lutheran
1370,Mountain View Academy
1371,Eastern Hills Christian Academy
1372,Menaul School
1373,St. Pius X High School
1374,Calvary Christian Academy
1375,Chelwood Learning Center
1376,Christ Lutheran School
1377,Academy Montessori School
1378,Vision Quest Alt Middle School
1379,Afr Child Care
1380,Adamson Academy
1381,Congregation B'Nai Israel DC
1382,Desert Hills School
1383,Cornerstone Christian Academy
1384,North Valley Day School Montessori
1385,Innovation Pre-Elementary School
1386,Escuela Del Sol Montessori
1387,Christian Heritage Academy
1388,Kids Castle
1389,Paradise Hills Kindercare
1390,Little Lights Child Care
1391,Mountain View Private Elementary
1392,New Hope Christian Academy
1393,Our Montessori School
1394,Rainbow Child Care & Learning Center
1395,Lovelace Child Care
1396,The Church Christian Academy
1397,Menaul School
1398,St. Pius X High School
1399,Calvary Christian Academy
1400,Chelwood Learning Center
1401,Christ Lutheran School
1402,Academy Montessori School
